journal,url,publisher,date,issn
Oil & Gas Research,https://www.omicsonline.org/oil-gas-research.php,OMICS,2022-08-15,NA
Air & Water Borne Diseases,https://www.omicsonline.org/air-water-borne-diseases.php,OMICS,2022-08-15,NA
Applied Microbiology: Open Access,https://www.omicsonline.org/applied-microbiology.php,OMICS,2022-08-15,NA
Archives of Clinical Microbiology,http://www.acmicrob.com/,OMICS,2022-08-15,NA
Archives of Inflammation,http://archives-inflammation.imedpub.com/,OMICS,2022-08-15,NA
Archives of Parasitology,https://www.omicsonline.org/archives-parasitology.php,OMICS,2022-08-15,NA
Clinical Infectious Diseases: Open Access,https://www.omicsonline.org/clinical-infectious-diseases.php,OMICS,2022-08-15,NA
Clinical Microbiology: Open Access,https://www.omicsonline.org/clinical-microbiology.php,OMICS,2022-08-15,NA
Fermentation Technology,https://www.omicsonline.org/fermentation-technology.php,OMICS,2022-08-15,NA
Fibromyalgia: Open Access,https://www.omicsonline.org/fibromyalgia.php,OMICS,2022-08-15,NA
HIV: Current Research,https://www.omicsonline.org/hiv-current-research.php,OMICS,2022-08-15,NA
Immunochemistry & Immunopathology,https://www.omicsonline.org/immunochemistry-immunopathology.php,OMICS,2022-08-15,NA
Immunogenetics: Open Access,https://www.omicsonline.org/immunogenetics.php,OMICS,2022-08-15,NA
Immunological Disorders and Immunotherapy,https://www.omicsonline.org/immunological-disorders-immunotherapy.php,OMICS,2022-08-15,NA
Immunology: Current Research,https://www.omicsonline.org/immunology-current-research.php,OMICS,2022-08-15,NA
Immunome Research,https://www.omicsonline.org/immunome-research.php,OMICS,2022-08-15,NA
Immunotherapy: Open Access,https://www.omicsonline.org/immunotherapy.php,OMICS,2022-08-15,NA
"International Journal of Inflammation, Cancer and Integrative Therapy",https://www.omicsonline.org/interdisciplinary-journal-of-microinflammation-open-access.php,OMICS,2022-08-15,NA
Journal of AIDS & Clinical Research,https://www.omicsonline.org/aids-clinical-research.php,OMICS,2022-08-15,NA
Journal of Allergy & Therapy,https://www.omicsonline.org/allergy-therapy.php,OMICS,2022-08-15,NA
Journal of Antimicrobial Agents,https://www.omicsonline.org/antimicrobial-agents.php,OMICS,2022-08-15,NA
Journal of Antivirals & Antiretrovirals,https://www.omicsonline.org/antivirals-antiretrovirals.php,OMICS,2022-08-15,NA
Journal of Autoimmune Disorders,http://autoimmunediseases.imedpub.com/,OMICS,2022-08-15,NA
Journal of Bacteriology & Parasitology,https://www.omicsonline.org/bacteriology-parasitology.php,OMICS,2022-08-15,NA
Journal of Cell Biology & Immunology,https://www.omicsonline.org/journal-cell-biology-immunology.php,OMICS,2022-08-15,NA
Journal of Cell Signaling,https://www.omicsonline.org/cell-signaling.php,OMICS,2022-08-15,NA
Journal of Clinical & Cellular Immunology,https://www.omicsonline.org/clinical-cellular-immunology.php,OMICS,2022-08-15,NA
Journal of Clinical Infectious Diseases & Practice,https://www.omicsonline.org/clinical-infectious-diseases-practice.php,OMICS,2022-08-15,NA
Journal of Cytokine Biology,https://www.omicsonline.org/cytokine-biology.php,OMICS,2022-08-15,NA
Journal of Forensic Pathology,https://www.omicsonline.org/forensic-pathology.php,OMICS,2022-08-15,NA
Journal of HIV & Retro Virus,http://hiv.imedpub.com/,OMICS,2022-08-15,NA
Journal of Immunobiology,https://www.omicsonline.org/immunobiology.php,OMICS,2022-08-15,NA
Journal of Immunological Techniques & Infectious Diseases,https://www.scitechnol.com/infectious-diseases-immunological-techniques.php,OMICS,2022-08-15,NA
Journal of Infectious Disease and Pathology,https://www.omicsonline.org/journal-infectious-disease-and-pathology.php,OMICS,2022-08-15,NA
Journal of Infectious Diseases & Therapy,https://www.omicsonline.org/infectious-diseases-and-therapy.php,OMICS,2022-08-15,NA
Journal of Infectious Diseases and Diagnosis,https://www.omicsonline.org/infectious-diseases-and-diagnosis.php,OMICS,2022-08-15,NA
Journal of Infectious Diseases and Medicine,https://www.omicsonline.org/infectious-diseases-and-medicine.php,OMICS,2022-08-15,NA
Journal of Infectious Diseases and Treatment,http://infectious-diseases-and-treatment.imedpub.com,OMICS,2022-08-15,NA
Journal of Inflammatory Bowel Diseases & Disorders,https://www.omicsonline.org/inflammatory-bowel-diseases-disorders.php,OMICS,2022-08-15,NA
Journal of Meningitis,https://www.omicsonline.org/meningitis.php,OMICS,2022-08-15,NA
Journal of Microbial & Biochemical Technology,https://www.omicsonline.org/microbial-biochemical-technology.php,OMICS,2022-08-15,NA
Journal of Microbial Pathogenesis,https://www.omicsonline.org/journal-microbial-pathogenesis.php,OMICS,2022-08-15,NA
Journal of Molecular Immunology,https://www.omicsonline.org/molecular-immunology.php,OMICS,2022-08-15,NA
Journal of Mucosal Immunology Research,https://www.omicsonline.org/mucosal-immunology-research.php,OMICS,2022-08-15,NA
Journal of Transmitted Diseases and Immunity,http://www.imedpub.com/transmitted-diseases-and-immunity/,OMICS,2022-08-15,NA
Journal of Tropical Diseases & Public Health,https://www.omicsonline.org/tropical-diseases.php,OMICS,2022-08-15,NA
Journal of Tuberculosis and Therapeutics,https://www.omicsonline.org/tuberculosis-and-therapeutics.php,OMICS,2022-08-15,NA
Journal of Vaccines & Clinical Trials,https://www.scitechnol.com/vaccines-clinical-trials.php,OMICS,2022-08-15,NA
Journal of Vaccines & Vaccination,https://www.omicsonline.org/vaccines-vaccination.php,OMICS,2022-08-15,NA
Lupus: Open Access,https://www.omicsonline.org/lupus.php,OMICS,2022-08-15,NA
Medical Microbiology Reports,https://www.scitechnol.com/medical-microbiology-reports.php,OMICS,2022-08-15,NA
Medical Mycology: Open Access,http://mycology.imedpub.com/,OMICS,2022-08-15,NA
Mycobacterial Diseases,https://www.omicsonline.org/mycobacterial-diseases.php,OMICS,2022-08-15,NA
Pediatric Infectious Diseases: Open Access,http://pediatric-infectious-disease.imedpub.com,OMICS,2022-08-15,NA
Reproductive Immunology: Open Access,http://reproductive-immunology.imedpub.com/,OMICS,2022-08-15,NA
Research & Reviews: Journal of Microbiology and Biotechnology,http://www.rroij.com/microbiology-and-biotechnology.php,OMICS,2022-08-15,NA
Research and Reviews on Pathogens,https://www.omicsonline.org/research-and-reviews-on-pathogens.php,OMICS,2022-08-15,NA
Rheumatology: Current Research,https://www.omicsonline.org/rheumatology-current-research.php,OMICS,2022-08-15,NA
Vector Biology Journal,https://www.scitechnol.com/vector-biology-journal.php,OMICS,2022-08-15,NA
Virology & Antiviral Research,https://www.scitechnol.com/virology-antiviral-research.php,OMICS,2022-08-15,NA
Virology & Mycology,https://www.omicsonline.org/virology-mycology.php,OMICS,2022-08-15,NA
Virology: Current Research,https://www.omicsonline.org/virology-current-research.php,OMICS,2022-08-15,NA
Journal of Material Sciences & Engineering,https://www.omicsonline.org/material-sciences-engineering.php,OMICS,2022-08-15,NA
Journal of Materials Science and Nanomaterials,https://www.omicsonline.org/journal-materials-science-nanomaterials.php,OMICS,2022-08-15,NA
Journal of Nanomaterials & Molecular Nanotechnology,https://www.scitechnol.com/nanomaterials-molecular-nanotechnology.php,OMICS,2022-08-15,NA
Journal of Nanomedicine & Biotherapeutic Discovery,https://www.omicsonline.org/nanomedicine-biotherapeutic-discovery.php,OMICS,2022-08-15,NA
Journal of Nanomedicine & Nanotechnology,https://www.omicsonline.org/nanomedicine-nanotechnology.php,OMICS,2022-08-15,NA
Journal of Polymer Science & Applications,https://www.scitechnol.com/polymer-science-applications.php,OMICS,2022-08-15,NA
Journal of Powder Metallurgy & Mining,https://www.omicsonline.org/powder-metallurgy-mining.php,OMICS,2022-08-15,NA
Nano Research & Applications,http://nanotechnology.imedpub.com/,OMICS,2022-08-15,NA
Polymer Sciences,http://polymerscience.imedpub.com/,OMICS,2022-08-15,NA
Research & Reviews: Journal of Material Sciences,http://www.rroij.com/material-sciences.php,OMICS,2022-08-15,NA
Journal of Applied & Computational Mathematics,https://www.omicsonline.org/applied-computational-mathematics.php,OMICS,2022-08-15,NA
Journal of Biometrics & Biostatistics,https://www.omicsonline.org/biometrics-biostatistics.php,OMICS,2022-08-15,NA
Journal of Generalized Lie Theory and Applications,https://www.omicsonline.org/generalized-theory-applications.php,OMICS,2022-08-15,NA
Research & Reviews: Journal of Statistics and Mathematical Sciences,http://www.rroij.com/statistics-and-mathematical-sciences.php,OMICS,2022-08-15,NA
Acta Rheumatologica,http://www.actarheuma.com/,OMICS,2022-08-15,NA
Advances in Cancer Prevention,https://www.omicsonline.org/advances-cancer-prevention.php,OMICS,2022-08-15,NA
American Journal of Ethnomedicine,http://www.imedpub.com/ethnomedicine/,OMICS,2022-08-15,NA
American Journal of Phytomedicine and Clinical Therapeutics,http://www.imedpub.com/phytomedicine-and-clinical-therapeutics/,OMICS,2022-08-15,NA
Analgesia & Resuscitation : Current Research,https://www.scitechnol.com/analgesia-resuscitation-current-research.php,OMICS,2022-08-15,NA
Anatomy & Physiology: Current Research,https://www.omicsonline.org/anatomy-physiology.php,OMICS,2022-08-15,NA
Andrology & Gynecology: Current Research,https://www.scitechnol.com/andrology-gynecology-current-research.php,OMICS,2022-08-15,NA
Andrology-Open Access,https://www.omicsonline.org/andrology-open-access.php,OMICS,2022-08-15,NA
Anesthesiology Communications,https://www.omicsonline.org/anesthesiology-communications.php,OMICS,2022-08-15,NA
Angiology: Open Access,https://www.omicsonline.org/angiology.php,OMICS,2022-08-15,NA
Annals of Infections and Antibiotics,https://www.omicsonline.org/annals-infections-antibiotics.php,OMICS,2022-08-15,NA
Archives in Cancer Research,http://www.acanceresearch.com/,OMICS,2022-08-15,NA
Archives of Medicine,http://www.archivesofmedicine.com/,OMICS,2022-08-15,NA
Archivos de Medicina,http://www.archivosdemedicina.com/,OMICS,2022-08-15,NA
Breast Cancer: Current Research,https://www.omicsonline.org/breast-cancer.php,OMICS,2022-08-15,NA
British Biomedical Bulletin,http://www.imedpub.com/british-biomedical-bulletin/,OMICS,2022-08-15,NA
Canadian Hearing Report,http://www.andrewjohnpublishing.com/canadian-hearing-report/,OMICS,2022-08-15,NA
Chemotherapy: Open Access,https://www.omicsonline.org/chemotherapy-open-access.php,OMICS,2022-08-15,NA
Chronic Obstructive Pulmonary Disease: Open access,http://chronic-obstructive-pulmonary-disease.imedpub.com,OMICS,2022-08-15,NA
Clinical and Medical Case Reports,https://www.omicsonline.org/clinical-medical-case-reports.php,OMICS,2022-08-15,NA
Clinical Gastroenterology Journal,https://www.omicsonline.org/clinical-gastroenterology-journal.php,OMICS,2022-08-15,NA
Clinical Pediatric Dermatology,http://clinical-pediatrics-dermatology.imedpub.com/,OMICS,2022-08-15,NA
Colorectal Cancer: Open Access,http://colorectal-cancer.imedpub.com/,OMICS,2022-08-15,NA
Cosmetology & Oro Facial Surgery,https://www.omicsonline.org/cosmetology-orofacial-surgery.php,OMICS,2022-08-15,NA
Critical Care Obstetrics & Gynecology,http://obstetrics.imedpub.com/,OMICS,2022-08-15,NA
Current Research: Integrative Medicine,http://www.pulsus.com/journals/current-research-integrative-medicine.html,OMICS,2022-08-15,NA
Dental Health: Current Research,https://www.scitechnol.com/dental-health-current-research.php,OMICS,2022-08-15,NA
Dentistry,https://www.omicsonline.org/dentistry.php,OMICS,2022-08-15,NA
Dermatology and Dermatologic Diseases,https://www.omicsonline.org/pigmentary-disorders-open-access.php,OMICS,2022-08-15,NA
Dermatology Case Reports,https://www.omicsonline.org/dermatology-case-reports.php,OMICS,2022-08-15,NA
Diagnostic Pathology: Open Access,https://www.omicsonline.org/diagnostic-pathology.php,OMICS,2022-08-15,NA
Emergency Medicine: Open Access,https://www.omicsonline.org/emergency-medicine.php,OMICS,2022-08-15,NA
Endocrinology & Diabetes Research,https://www.scitechnol.com/endocrinology-and-diabetes-research.php,OMICS,2022-08-15,NA
Endocrinology & Metabolic Syndrome,https://www.omicsonline.org/endocrinology-metabolic-syndrome.php,OMICS,2022-08-15,NA
Endocrinology Research and Metabolism,http://www.imedpub.com/endocrinology-research-and-metabolism/,OMICS,2022-08-15,NA
Epidemiology: Open Access,https://www.omicsonline.org/epidemiology-open-access.php,OMICS,2022-08-15,NA
Evidence based medicine and practice,https://www.omicsonline.org/evidence-based-medicine-practice.php,OMICS,2022-08-15,NA
Family Medicine & Medical Science Research,https://www.omicsonline.org/family-medicine-medical-science-research.php,OMICS,2022-08-15,NA
General Medicine: Open Access,https://www.omicsonline.org/general-medicine.php,OMICS,2022-08-15,NA
Gynecology & Obstetrics,https://www.omicsonline.org/gynecology-obstetrics.php,OMICS,2022-08-15,NA
Gynecology & Obstetrics Case report,http://gynecology-obstetrics.imedpub.com/,OMICS,2022-08-15,NA
Hair Therapy & Transplantation,https://www.omicsonline.org/hair-therapy-transplantation.php,OMICS,2022-08-15,NA
Head and Neck Cancer Research,http://head-and-neck-cancer-research.imedpub.com,OMICS,2022-08-15,NA
Hepatology and Pancreatic Science,https://www.omicsonline.org/hepatology-pancreatic-science.php,OMICS,2022-08-15,NA
Herbal Medicine: Open Access,http://herbal-medicine.imedpub.com/,OMICS,2022-08-15,NA
Insights in Blood Pressure,http://blood-pressure.imedpub.com,OMICS,2022-08-15,NA
Insights in Chest Diseases,http://insightsinchestdiseases.imedpub.com/,OMICS,2022-08-15,NA
Insights in Gynecologic Oncology,https://www.omicsonline.org/gynecologic-oncology.php,OMICS,2022-08-15,NA
Internal Medicine: Open Access,https://www.omicsonline.org/internal-medicine.php,OMICS,2022-08-15,NA
International Journal of Digestive Diseases,http://digestive-diseases.imedpub.com/,OMICS,2022-08-15,NA
International Journal of Microscopy,https://www.omicsonline.org/international-journal-microscopy.php,OMICS,2022-08-15,NA
International Journal of Physical Medicine & Rehabilitation,https://www.omicsonline.org/physical-medicine-rehabilitation.php,OMICS,2022-08-15,NA
JOP. Journal of the Pancreas,http://pancreas.imedpub.com/,OMICS,2022-08-15,NA
Journal of Adenocarcinoma,http://adenocarcinoma.imedpub.com/,OMICS,2022-08-15,NA
Journal of Aesthetic & Reconstructive Surgery,http://aesthetic-reconstructive-surgery.imedpub.com/,OMICS,2022-08-15,NA
Journal of Arthritis,https://www.omicsonline.org/arthritis.php,OMICS,2022-08-15,NA
Journal of Athletic Enhancement,https://www.scitechnol.com/athletic-enhancement.php,OMICS,2022-08-15,NA
Journal of Autacoids and Hormones,https://www.omicsonline.org/autacoids-and-hormones.php,OMICS,2022-08-15,NA
Journal of Blood & Lymph,https://www.omicsonline.org/blood-lymph.php,OMICS,2022-08-15,NA
Journal of Blood Disorders & Transfusion,https://www.omicsonline.org/blood-disorders-transfusion.php,OMICS,2022-08-15,NA
Journal of Blood Research & Hematologic Diseases,https://www.scitechnol.com/journal-of-blood-research-and-hematologic-diseases.php,OMICS,2022-08-15,NA
Journal of Bone Reports & Recommendations,http://bone.imedpub.com/,OMICS,2022-08-15,NA
Journal of Bone Research,https://www.omicsonline.org/bone-marrow-research.php,OMICS,2022-08-15,NA
Journal of Brain Research,https://www.omicsonline.org/brain-research.php,OMICS,2022-08-15,NA
Journal of Cancer Clinical Trials,https://www.omicsonline.org/cancer-clinical-trials.php,OMICS,2022-08-15,NA
Journal of Cancer Diagnosis,https://www.omicsonline.org/cancer-diagnosis.php,OMICS,2022-08-15,NA
Journal of Cancer Research and Immuno-Oncology,https://www.omicsonline.org/cancer-research-immuno-oncology.php,OMICS,2022-08-15,NA
Journal of Cancer Science and Research,https://www.omicsonline.org/journal-cancer-science-and-research.php,OMICS,2022-08-15,NA
Journal of Carcinogenesis & Mutagenesis,https://www.omicsonline.org/carcinogenesis-mutagenesis.php,OMICS,2022-08-15,NA
Journal of Cardiac and Pulmonary Rehabilitation,https://www.omicsonline.org/cardiac-pulmonary-rehabilitation.php,OMICS,2022-08-15,NA
Journal of Cell Science and Apoptosis,https://www.omicsonline.org/cell-science-apoptosis.php,OMICS,2022-08-15,NA
Journal of Childhood & Developmental Disorders,http://childhood-developmental-disorders.imedpub.com/,OMICS,2022-08-15,NA
Journal of Childhood Obesity,http://childhood-obesity.imedpub.com,OMICS,2022-08-15,NA
Journal of Clinical and Medical Case Studies,http://www.rroij.com/clinical-and-medical-case-studies.php,OMICS,2022-08-15,NA
Journal of Clinical and Molecular Endocrinology,http://clinical-and-molecular-endocrinology.imedpub.com,OMICS,2022-08-15,NA
Journal of Clinical Anesthesiology: Open Access,https://www.omicsonline.org/journal-clinical-anesthesiology.php,OMICS,2022-08-15,NA
Journal of Clinical Immunology and Allergy,http://asthma-and-bronchitis.imedpub.com/,OMICS,2022-08-15,NA
Journal of Clinical Microbiology and Antimicrobials,https://www.omicsonline.org/journal-clinical-microbiology-antimicrobials.php,OMICS,2022-08-15,NA
Journal of Clinical Respiratory Diseases and Care,https://www.omicsonline.org/clinical-respiratory-diseases-and-care.php,OMICS,2022-08-15,NA
"Journal of Communication Disorders, Deaf Studies & Hearing Aids",https://www.omicsonline.org/deaf-studies-hearing-aids.php,OMICS,2022-08-15,NA
Journal of Congenital Disorders,https://www.omicsonline.org/congenital-disorders.php,OMICS,2022-08-15,NA
Journal of Contraceptive Studies,http://contraceptivestudies.imedpub.com/,OMICS,2022-08-15,NA
Journal of Dental Pathology and Medicine,https://www.omicsonline.org/journal-dental-pathology-medicine.php,OMICS,2022-08-15,NA
Journal of Diabetes & Metabolism,https://www.omicsonline.org/diabetes-metabolism.php,OMICS,2022-08-15,NA
Journal of Diabetic Complications & Medicine,https://www.omicsonline.org/diabetic-complications-medicine.php,OMICS,2022-08-15,NA
Journal of Ecology and Toxicology,https://www.omicsonline.org/ecology-toxicology.php,OMICS,2022-08-15,NA
Journal of Forensic Medicine,https://www.omicsonline.org/journal-forensic-medicine.php,OMICS,2022-08-15,NA
Journal of Gastrointestinal & Digestive System,https://www.omicsonline.org/gastrointestinal-digestive-system.php,OMICS,2022-08-15,NA
Journal of Gastrointestinal Cancer and Stromal Tumors,https://www.omicsonline.org/gastrointestinal-cancer-stromal-tumors.php,OMICS,2022-08-15,NA
Journal of Genital System & Disorders,https://www.scitechnol.com/genital-system-disorders.php,OMICS,2022-08-15,NA
Journal of Gerontology & Geriatric Research,https://www.omicsonline.org/gerontology-geriatric-research.php,OMICS,2022-08-15,NA
Journal of Heavy Metal Toxicity and Diseases,http://heavy-metal-toxicity-diseases.imedpub.com/,OMICS,2022-08-15,NA
Journal of Hematology & Thromboembolic Diseases,https://www.omicsonline.org/haematology-thromboembolic-diseases.php,OMICS,2022-08-15,NA
Journal of Hepatitis,http://hepatitis.imedpub.com,OMICS,2022-08-15,NA
Journal of Hepatology and Gastrointestinal disorders,https://www.omicsonline.org/hepatology-gastrointestinal-disorders.php,OMICS,2022-08-15,NA
Journal of HPV and Cervical Cancer,https://www.omicsonline.org/cervical-cancer.php,OMICS,2022-08-15,NA
Journal of Hypertension: Open Access,https://www.omicsonline.org/hypertension-open-access.php,OMICS,2022-08-15,NA
Journal of Imaging and Interventional Radiology,http://interventional-radiology.imedpub.com/,OMICS,2022-08-15,NA
Journal of Integrative Oncology,https://www.omicsonline.org/integrative-oncology.php,OMICS,2022-08-15,NA
Journal of Kidney,https://www.omicsonline.org/kidney.php,OMICS,2022-08-15,NA
Journal of Leukemia,https://www.omicsonline.org/leukemia.php,OMICS,2022-08-15,NA
Journal of Liver,https://www.omicsonline.org/liver.php,OMICS,2022-08-15,NA
Journal of Liver: Disease & Transplantation,https://www.scitechnol.com/liver-disease-transplantation.php,OMICS,2022-08-15,NA
Journal of Medical & Surgical Pathology,https://www.omicsonline.org/medical-surgical-pathology.php,OMICS,2022-08-15,NA
Journal of Medical Diagnostic Methods,https://www.omicsonline.org/medical-diagnostic-methods.php,OMICS,2022-08-15,NA
Journal of Medical Implants & Surgery,https://www.omicsonline.org/medical-implants-surgery.php,OMICS,2022-08-15,NA
Journal of Medical Physics and Applied Sciences,http://medicalphysics.imedpub.com/,OMICS,2022-08-15,NA
Journal of Medical Physiology & Therapeutics,https://www.omicsonline.org/medical-physiology-therapeutics.php,OMICS,2022-08-15,NA
Journal of Medical Research & Health Education,http://www.imedpub.com/medical-research-and-health-education/,OMICS,2022-08-15,NA
Journal of Medical Toxicology and Clinical Forensic Medicine,http://toxicology.imedpub.com/,OMICS,2022-08-15,NA
Journal of Metabolic Syndrome,https://www.omicsonline.org/metabolic-syndrome.php,OMICS,2022-08-15,NA
Journal of Microbiology and Pathology,https://www.omicsonline.org/journal-microbiology-pathology.php,OMICS,2022-08-15,NA
Journal of Molecular Histology & Medical Physiology,https://www.omicsonline.org/molecular-histology-medical-physiology.php,OMICS,2022-08-15,NA
Journal of Molecular Pathology and Biochemistry,https://www.omicsonline.org/journal-molecular-pathology-biochemistry.php,OMICS,2022-08-15,NA
Journal of Morphology and Anatomy,https://www.omicsonline.org/morphology-anatomy.php,OMICS,2022-08-15,NA
Journal of MPE Molecular Pathological Epidemiology,http://molecular-pathological-epidemiology.imedpub.com/,OMICS,2022-08-15,NA
Journal of Neonatal Biology,https://www.omicsonline.org/neonatal-biology.php,OMICS,2022-08-15,NA
Journal of Neoplasm,http://neoplasm.imedpub.com/,OMICS,2022-08-15,NA
Journal of Nephrology & Renal Diseases,https://www.scitechnol.com/nephrology-renal-diseases.php,OMICS,2022-08-15,NA
Journal of Nephrology & Therapeutics,https://www.omicsonline.org/nephrology-therapeutics.php,OMICS,2022-08-15,NA
Journal of Neuroendocrinology Research,https://www.omicsonline.org/journal-neuroendocrinology-research.php,OMICS,2022-08-15,NA
Journal of Novel Physiotherapies,https://www.omicsonline.org/novel-physiotherapies.php,OMICS,2022-08-15,NA
Journal of Nutritional Disorders & Therapy,https://www.omicsonline.org/nutritional-disorders-therapy.php,OMICS,2022-08-15,NA
Journal of Obesity & Eating Disorders,http://obesity.imedpub.com/,OMICS,2022-08-15,NA
Journal of Obesity & Therapeutics,https://www.scitechnol.com/obesity-therapeutics.php,OMICS,2022-08-15,NA
Journal of Obesity & Weight Loss Therapy,https://www.omicsonline.org/obesity-weight-loss-therapy.php,OMICS,2022-08-15,NA
Journal of Obesity and Metabolism,https://www.omicsonline.org/journal-obesity-metabolism.php,OMICS,2022-08-15,NA
Journal of Odontology,https://www.omicsonline.org/journal-odontology.php,OMICS,2022-08-15,NA
Journal of Oncology Medicine & Practice,https://www.omicsonline.org/oncology-medicine-practice.php,OMICS,2022-08-15,NA
Journal of Oncology Research and Treatment,https://www.omicsonline.org/advances-oncology-research-and-treatments.php,OMICS,2022-08-15,NA
Journal of Oncology Translational Research,https://www.omicsonline.org/oncology-translational-research.php,OMICS,2022-08-15,NA
Journal of Oral Hygiene & Health,https://www.omicsonline.org/oral-hygiene-and-health.php,OMICS,2022-08-15,NA
Journal of Orthodontics & Endodontics,http://orthodontics-endodontics.imedpub.com/,OMICS,2022-08-15,NA
Journal of Orthopedic Oncology,https://www.omicsonline.org/orthopedic-oncology.php,OMICS,2022-08-15,NA
Journal of Osteoarthritis,https://www.omicsonline.org/osteoarthritis.php,OMICS,2022-08-15,NA
Journal of Osteoporosis and Physical Activity,https://www.omicsonline.org/osteoporosis-and-physical-activity.php,OMICS,2022-08-15,NA
Journal of Otology & Rhinology,https://www.scitechnol.com/otology-rhinology.php,OMICS,2022-08-15,NA
Journal of Paediatric Medicine & Surgery,https://www.omicsonline.org/paediatric-medicine-surgery.php,OMICS,2022-08-15,NA
Journal of Pain Management & Medicine,https://www.omicsonline.org/pain-management-medicine.php,OMICS,2022-08-15,NA
Journal of Palliative Care & Medicine,https://www.omicsonline.org/palliative-care-medicine.php,OMICS,2022-08-15,NA
Journal of Perioperative Medicine,https://www.omicsonline.org/journal-perioperative-medicine.php,OMICS,2022-08-15,NA
Journal of Physiotherapy & Physical Rehabilitation,https://www.omicsonline.org/physiotherapy-physical-rehabilitation.php,OMICS,2022-08-15,NA
Journal of Pituitary Research & Treatment,https://www.omicsonline.org/pituitary-research-treatment.php,OMICS,2022-08-15,NA
Journal of Pregnancy and Child Health,https://www.omicsonline.org/pregnancy-and-child-health.php,OMICS,2022-08-15,NA
Journal of Preventive Medicine,http://preventive-medicine.imedpub.com,OMICS,2022-08-15,NA
Journal of Prostate Cancer,https://www.omicsonline.org/prostate-cancer.php,OMICS,2022-08-15,NA
Journal of Pulmonary Medicine,https://www.scitechnol.com/pulmonary-medicine.php,OMICS,2022-08-15,NA
Journal of Pulmonology and Respiratory Diseases,https://www.omicsonline.org/pulmonology-respiratory-diseases.php,OMICS,2022-08-15,NA
Journal of Rare Disorders: Diagnosis & Therapy,http://raredisorders.imedpub.com/,OMICS,2022-08-15,NA
Journal of Regenerative Medicine,https://www.scitechnol.com/regenerative-medicine.php,OMICS,2022-08-15,NA
Journal of Reproductive Biomedicine,https://www.omicsonline.org/journal-reproductive-biomedicine.php,OMICS,2022-08-15,NA
Journal of Sexual & Reproductive Medicine,http://www.pulsus.com/journals/sexual-reproductive-medicine.html,OMICS,2022-08-15,NA
Journal of Sports Medicine & Doping Studies,https://www.omicsonline.org/sports-medicine-doping-studies.php,OMICS,2022-08-15,NA
Journal of Steroids & Hormonal Science,https://www.omicsonline.org/steroids-hormonal-science.php,OMICS,2022-08-15,NA
Journal of Surgery and Emergency Medicine,http://www.imedpub.com/surgery-and-emergency-medicine/,OMICS,2022-08-15,NA
Journal of Surgery Jurnalul de Chirurgie,https://www.omicsonline.org/surgery.php,OMICS,2022-08-15,NA
Journal of Thrombosis and Circulation: Open Access,https://www.omicsonline.org/thrombosis-circulation-open-access.php,OMICS,2022-08-15,NA
Journal of Thyroid Disorders & Therapy,https://www.omicsonline.org/thyroid-disorders-therapy.php,OMICS,2022-08-15,NA
Journal of Traditional Medicine & Clinical Naturopathy,https://www.omicsonline.org/homeopathy-ayurvedic-medicine.php,OMICS,2022-08-15,NA
Journal of Trauma & Treatment,https://www.omicsonline.org/trauma-treatment.php,OMICS,2022-08-15,NA
Journal of Tumor Research,https://www.omicsonline.org/tumor-diagnostics-reports.php,OMICS,2022-08-15,NA
Journal of Tumour Research & Reports,https://www.omicsonline.org/journal-tumour-research-reports.php,OMICS,2022-08-15,NA
Journal of Vascular and Endovascular Therapy,http://vascular-endovascular-therapy.imedpub.com,OMICS,2022-08-15,NA
Journal of Vascular Medicine & Surgery,https://www.omicsonline.org/vascular-medicine-surgery.php,OMICS,2022-08-15,NA
"Journal of Womens Health, Issues and Care",https://www.scitechnol.com/womens-health-issues-care.php,OMICS,2022-08-15,NA
Journal of Yoga & Physical Therapy,https://www.omicsonline.org/yoga-physical-therapy.php,OMICS,2022-08-15,NA
Malaria Control & Elimination,https://www.omicsonline.org/malaria-chemotherapy-control-elimination.php,OMICS,2022-08-15,NA
Maternal and pediatric nutrition,https://www.omicsonline.org/maternal-pediatric-nutrition.php,OMICS,2022-08-15,NA
Medical & Clinical Reviews,http://medical-clinical-reviews.imedpub.com,OMICS,2022-08-15,NA
Medical & Surgical Urology,https://www.omicsonline.org/medical-surgical-urology.php,OMICS,2022-08-15,NA
Medical case reports,http://medical-case-reports.imedpub.com/,OMICS,2022-08-15,NA
Medical Reports & Case Studies,https://www.omicsonline.org/medical-reports-case-studies.php,OMICS,2022-08-15,NA
Neuro-oncology: Open Access,http://j-neurooncology.imedpub.com,OMICS,2022-08-15,NA
Occupational Medicine & Health Affairs,https://www.omicsonline.org/occupational-medicine-health-affairs.php,OMICS,2022-08-15,NA
OMICS Journal of Radiology,https://www.omicsonline.org/radiology.php,OMICS,2022-08-15,NA
Oncology & Cancer Case Reports,https://www.omicsonline.org/oncology-cancer-case-reports.php,OMICS,2022-08-15,NA
Oral Health and Dental Management,https://www.omicsonline.org/oral-health-dental-management.php,OMICS,2022-08-15,NA
Oral Health Case Reports,https://www.omicsonline.org/oral-health-case-reports.php,OMICS,2022-08-15,NA
Orthopedic & Muscular System: Current Research,https://www.omicsonline.org/orthopedic-muscular-system-current-research.php,OMICS,2022-08-15,NA
