"doaj_publishers","Freq"
"Vilnius Gediminas Technical University ",2
"VIDAR-M LLC",2
"Vesnu Publications",2
"Vasile Goldis Western University, Arad",2
"V.N. Karazin Kharkov National University",2
"Urmia University",2
"Ural State University of Economics ",2
"Ural State Law University",2
"Ural'skij federal'nyj universitet imeni pervogo Prezidenta Rossii B.N. El'cina ",2
"UP Print",2
"Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie",2
"Univerzita Karlova, Filozofická Fakulta",2
"University of Zagreb, Faculty of Education and Rehabilitation Sciences",2
"University of Zagreb",2
"University of Western Ontario",2
"University of Western Australia",2
"University of Warsaw",2
"University of Victoria",2
"University of Valencia",2
"University of Torbat Heydarieh",2
"University of Thessaly",2
"University of the Western Cape",2
"University of Tarbiat Modares ",2
"University of Szeged",2
"University of St Andrews",2
"University of Southern California",2
"University of South Florida",2
"University of Pitesti",2
"University of Ottawa",2
"University of Ostrava",2
"University of Oslo Library",2
"University of Osijek",2
"University of Oradea Publishing House",2
"University of Oklahoma Libraries",2
"University of Novi Sad - Faculty of Economics, Subotica",2
"University of Novi Sad",2
"University of Nis",2
"University of Newcastle",2
"University of New Brunswick",2
"University of Montenegro",2
"University of Milan",2
"University of Merdeka Malang",2
"University of Melbourne",2
"University of Management and Technology",2
"University of London",2
"University of Ljubljana, Biotechnical Faculty",2
"University of Leicester",2
"University of Lampung",2
"University of Kansas",2
"University of Kafkas",2
"University of Jyväskylä",2
"University of Johannesburg",2
"University of Indonesia",2
"University of Iceland",2
"University of Groningen Press",2
"University of Gothenburg",2
"University of Economics, Prague",2
"University of Defence",2
"University of Costa Rica",2
"University of Cologne",2
"University of Camaguey",2
"University of Bucharest Publishing House",2
"University of Bartin",2
"University of Baghdad ",2
"University of Alicante",2
"University of Alberta Libraries",2
"University of Agronomic Sciences and Veterinary Medicine of Bucharest",2
"University Hospital Center Sestre milosrdnice, Department of Psychiatry ",2
"University College London ",2
"University College Cork",2
"Universiti Malaya",2
"ÜNIVERSITEPARK Limited",2
"Université Libre de Bruxelles",2
"Université Laval",2
"Université Ibn Zohr Agadir-MAROC",2
"Universität Wien",2
"Universität Potsdam",2
"Universitat Jaume I de Castellón",2
"Universitat de Lleida",2
"Universitas Wijaya Kusuma Surabaya",2
"Universitas Trisakti",2
"Universitas Tadulako",2
"Universitas Prof Dr Hazairin SH",2
"Universitas PGRI Yogyakarta",2
"Universitas PGRI Semarang",2
"Universitas Pendidikan Indonesia Press",2
"Universitas Pembangunan Nasional ""Veteran"" Yogyakarta",2
"Universitas Nusantara PGRI Kediri",2
"Universitas Muhammadiyah Surabaya",2
"Universitas Muhammadiyah Sidoarjo",2
"Universitas Muhammadiyah Banjarmasin",2
"Universitas Mathla'ul Anwar Banten",2
"Universitas Majalengka",2
"Universitas Islam Negeri Sultan Syarif Kasim Riau",2
"Universitas Islam Negeri Alauddin Makassar",2
"Universitas Islam Darul Ulum ",2
"Universitas Indraprasta PGRI",2
"Universitas Hasanuddin",2
"Universitas Cokroaminoto Palopo",2
"Universitas Bhayangkara Jakarta Raya",2
"Universitas Aisyiyah Yogyakarta",2
"Universitaria Publishing House, Craiova",2
"Università di Pisa",2
"Università degli Studi di Catania",2
"Universidade Regional Integrada do Alto Uruguai e das Missões",2
"Universidade Regional do Cariri",2
"Universidade Nove de Julho ",2
"Universidade Nova de Lisboa",2
"Universidade Metodista de Piracicaba",2
"Universidade Fumec",2
"Universidade Feevale",2
"Universidade Federal do Rio Grande do Sul ",2
"Universidade Federal do Recôncavo da Bahia",2
"Universidade Federal do Piauí",2
"Universidade Federal do Amapá ",2
"Universidade Federal do Amapá",2
"Universidade Federal de Mato Grosso do Sul",2
"Universidade Federal da Paraíba ",2
"Universidade Federal da Integração Latino-Americana (UNILA)",2
"Universidade Estadual Paulista, Faculdade de Ciências e Letras de Araraquara",2
"Universidade Estadual de Roraima",2
"Universidade Estadual de Goiás",2
"Universidade Estadual da Paraíba",2
"Universidade do Vale do Sapucaí",2
"Universidade do Minho",2
"Universidade do Estado do Pará (UEPA)",2
"Universidade do Contestado",2
"Universidade de Vigo",2
"Universidade de Vassouras",2
"Universidade de Santiago de Compostela",2
"Universidade de Pernambuco",2
"Universidade de Passo Fundo",2
"Universidade de Évora",2
"Universidade de Cruz Alta",2
"Universidade de Brasília ",2
"Universidade da Beira Interior",2
"Universidade Católica Dom Bosco",2
"Universidade Anhembi Morumbi",2
"Universidad Tecnológica Metropolitana. Departamento Gestión de la Información",2
"Universidad Tecnológica de La Habana José Antonio Echeverría, Cujae",2
"Universidad Tecnológica de El salvador",2
"Universidad Surcolombiana",2
"Universidad Sergio Arboleda",2
"Universidad San Francisco de Quito",2
"Universidad Rey Juan Carlos",2
"Universidad Peruana Cayetano Heredia",2
"Universidad Pedagógica Experimental Libertador",2
"Universidad Nacional de Tres de Febrero",2
"Universidad Nacional de Santiago del Estero",2
"Universidad Nacional de San Martín",2
"Universidad Nacional de Río Cuarto",2
"Universidad Nacional de la Patagonia San Juan Bosco",2
"Universidad Nacional de Ingeniería",2
"Universidad Nacional de Córdoba (UNC)",2
"Universidad Nacional de Colombia ",2
"Universidad Michoacana de San Nicolás de Hidalgo",2
"Universidad del País Vasco",2
"Universidad del Bío-Bío ",2
"Universidad de Valparaíso",2
"Universidad de Valencia",2
"Universidad de Sonora",2
"Universidad de Puerto Rico",2
"Universidad de Palermo",2
"Universidad de Magallanes",2
"Universidad de Los Hemisferios",2
"Universidad de los Andes (Bogotá)",2
"Universidad de las Regiones Autónomas de la Costa Caribe Nicaragüense",2
"Universidad de La Laguna ",2
"Universidad de la Amazonia",2
"Universidad de Holguín ",2
"Universidad de Guanajuato",2
"Universidad de Granma",2
"Universidad de Concepción",2
"Universidad de Colima",2
"Universidad de Ciencias Aplicadas y Ambientales",2
"Universidad de Chile ",2
"Universidad de Carabobo",2
"Universidad de Buenos Aires, Facultad de Ciencias Sociales, Instituto de Investigaciones Gino Germani",2
"Universidad de Barcelona",2
"Universidad de Asunción",2
"Universidad de Antioquia ",2
"Universidad de Almería",2
"Universidad de A Coruña",2
"Universidad Colegio Mayor de Cundinamarca",2
"Universidad Científica del Sur",2
"Universidad Cesmag",2
"Universidad César Vallejo",2
"Universidad Católica Luis Amigó",2
"Universidad Católica de Temuco",2
"Universidad Católica de Córdoba",2
"Universidad Autónoma Metropolitana",2
"Universidad Autonoma Latinoamericana",2
"Universidad Autónoma de Yucatán",2
"Universidad Autónoma de Nayarit",2
"Universidad Autónoma de Ciudad Juárez",2
"Universidad Autonoma de Chile",2
"Universidad Autónoma de Chiapas",2
"Universidad Autónoma Chapingo",2
"Universidad Arturo Prat",2
"Universidad Andina Simón Bolívar",2
"Universidad Alberto Hurtado",2
"Universidad Academia Humanismo Cristiano",2
"Uludag University",2
"Ukrainian Medical Stomatological Academy ",2
"Ukrainian Association of Researchers of Religion (UARR)",2
"UIN Syarif Hidayatullah Jakarta",2
"UIKTEN",2
"UHAMKA Press",2
"Udayana University",2
"Trakia University",2
"Tomsk State University",2
"Tomsk State Pedagogical University",2
"Tomsk Polytechnic University",2
"Tomas Bata University in Zlín",2
"TMU Press",2
"TMKarpinski Publisher, Tomasz M. Karpinski",2
"The Royal Society",2
"The Publishing Office of Czestochowa University of Technology",2
"The Publishing House Medicine and Enlightenment",2
"The Korean Institute of Electromagnetic Engineering and Science",2
"The Japan Foundation, Sydney",2
"The Institute of Economics, Zagreb",2
"Texas State University",2
"Technium Science",2
"Technical University of Moldova ",2
"Syarif Hidayatullah State Islamic University of Jakarta",2
"Swansea University",2
"Surveying and Mapping Press",2
"Suleyman Demirel University",2
"STIT Palapa Nusantara",2
"State University of Infrastructure and Technologies",2
"State Institute of Islamic Studies Imam Bonjol Padang",2
"St. Tikhon's Orthodox University",2
"SPIE",2
"South Valley University",2
"Society of Gastrointestinal Intervention",2
"Society of Diabetic Nephropathy Prevention",2
"Society for Publication of Acta Dermato-Venereologica",2
"Sociedade Brasileira de Química",2
"Sociedade Brasileira de Ortopedia e Traumatologia",2
"Sociedade Brasileira de Fonoaudiologia",2
"Sociedade Brasileira de Educação Matemática",2
"Sociedad de Ciencias Aranzadi",2
"Slovak University of Agriculture in Nitra",2
"Slovak University of Agriculture",2
"Sissa Medialab",2
"Simon Fraser University Library",2
"Silesian University of Technology",2
"Shared Science Publishers OG",2
"Shahrood University of Technology",2
"Shahid Sadoughi University of Medical Science, Yazd, Iran",2
"Shahid Rajaee Teacher Training University (SRTTU)",2
"Serviço Nacional de Aprendizagem Comercial (Senac)",2
"Servicio Nacional de Aprendizaje (SENA)",2
"Sekolah Tinggi Ilmu Ekonomi (STIE) Pasundan",2
"Sekolah Tinggi Agama Islam Negeri (STAIN) Pekalongan",2
"SEEd",2
"Scientific Research Centre «Lukomorie»",2
"Science Press, PR China",2
"Science Press",2
"Science-res Publishing",2
"SciELO",2
"ScholarWorks @ UMass Amherst",2
"Sax Institute",2
"Sakarya University",2
"Rzeszow University of Technology",2
"Russian Academy of Sciences, Siberian Branch Publishing House",2
"Ruhr-Universität Bochum",2
"Royan Institute (ACECR), Tehran",2
"Rosenberg & Sellier",2
"Rochester Institute of Technology",2
"Resilience Alliance",2
"Research Institute of Hawzah and University (RIHU)",2
"Research Institute of Hawzah and University",2
"Regional Information Center for Science and Technology (RICeST) ",2
"Regional Euro-Asian Biological Invasions Centre (REABIC)",2
"Razi University",2
"Ralph W. Steen Library, Stephen F. Austin State University",2
"Pusat Penelitian dan Pengembangan Peternakan",2
"Publishing center of the South Ural State University",2
"Public Health Agency of Canada",2
"Program Studi Pendidikan Bahasa Arab",2
"Prince of Songkla University",2
"Pretoria University Law Press",2
"Presses Universitaires du Mirail",2
"Presses Universitaires de la Méditerranée",2
"Presses universitaires de Caen",2
"Presses Agronomiques de Gembloux",2
"Press of International Journal of Ophthalmology (IJO PRESS)",2
"Portland Press, Biochemical Society",2
"Ponteditora",2
"Poltekkes Kemenkes Yogyakarta",2
"Politeknik Pertanian Negeri Payakumbuh",2
"Politeknik Harapan Bersama Tegal",2
"Politeknik Caltex Riau",2
"Politécnico Colombiano Jaime Isaza Cadavid",2
"Polish Society of Ecological Engineering (PTIE)",2
"Polish Association for Knowledge Promotion",2
"Polish Academy of Arts and Sciences",2
"Policía Nacional de Colombia",2
"Plekhanov Russian University of Economics",2
"Petroleum-Gas University of Ploiesti ",2
"Perm State University",2
"Pereiaslav-Khmelnytsky Hryhorii Skovoroda State Pedagogical University",2
"Pennsylvania State University",2
"Penerbit UKM",2
"Pattimura University",2
"Pasteur Institute of Iran",2
"Pascasarjana UIN Sunan Gunung Djati Bandung",2
"Papel Cosido",2
"Pamukkale University",2
"PAMJ",2
"Pacific University Library",2
"P3M STAIN Kudus",2
"Ovidius University Press",2
"Opole Medical School",2
"OpenED Network",2
"Omsk Law Academy",2
"Oles Honchar Dnipro National University ",2
"Odessa I. I. Mechnikov National University ",2
"Nurul Jadid University, Islamic Faculty",2
"Nurul Jadid University",2
"Nova Southeastern University",2
"North Carolina State University",2
"Nofer Institute of Occupational Medicine",2
"Nizhnevartovsk State University",2
"Nicolaus Copernicus University Press",2
"New Zealand Association for Cooperative Education",2
"NEW TERRA Publishing House",2
"Netherlands Institute for Sound and Vision",2
"Nauka",2
"Naucno-innovacionnyj Centr ",2
"National University of Singapore",2
"National University of Life and Environmental Sciences of Ukraine  ",2
"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute"" ",2
"National Technical University ""Kharkiv Polytechnic Institute""",2
"National Taiwan University",2
"National Taiwan Normal University",2
"National Aerospace University «Kharkiv Aviation Institute»",2
"National Academy of Sciences of Ukraine. National Museum of Natural History ",2
"National Academy of Sciences of Ukraine and Palladin Institute of Biochemistry of the National Academy of Sciences of Ukraine.",2
"National Academy of Educational Sciences of Ukraine. Institute of Higher Education ",2
"Museu de Ciències Naturals de Barcelona",2
"Moscow State University of Civil Engineering (MGSU)",2
"Mongolian Academy of Sciences",2
"Monash University",2
"Mohammed V University of Rabat, Scientific Institut",2
"MIREA - Russian Technological University",2
"Ministry of Religious Affairs",2
"Minda Masagi Press",2
"Mimesis Edizioni, Milano",2
"Mimesis Edizioni",2
"Microbiology Society",2
"Meteorologial Society of Japan",2
"Mediterranean BioMedical Journals",2
"mediaGEO soc. coop.",2
"Mathematical Society of Serbia",2
"Mason Journals",2
"Mashhad University of Medical Sciences ",2
"Masaryk University, Faculty of Arts",2
"Marina Sokolova Publishings ",2
"Manchester University Press",2
"Mahidol University",2
"Ljubljana University Press, Faculty of Arts  (Znanstvena založba Filozofske fakultete Univerze v Ljubljani)",2
"Linguistic Society of America",2
"Limited liability company «Science and Innovations» (Saratov)",2
"Library of Rzeszow University",2
"Lesya Ukrainka Volyn National University",2
"Lesya Ukrainka Eastern European National University",2
"Lembaga Penelitian Universitas Swadaya Gunung Jati",2
"Lembaga Penelitian dan Pengabdian kepada Masyarakat Universitas Riau",2
"Lembaga Penelitian dan Pengabdian kepada Masyarakat (LP2M)",2
